,sub_name,fiber,exp_name,dataset_name,Reconstruction accuracy (r)
406,196144,AF,HCP1200,HCP,0.8729598531920293
407,196346,AF,HCP1200,HCP,0.8521288884208574
408,196750,AF,HCP1200,HCP,0.8537392936034767
409,197348,AF,HCP1200,HCP,0.7831631341731429
410,197550,AF,HCP1200,HCP,0.886631830045872
411,198047,AF,HCP1200,HCP,0.8728314087731808
412,198249,AF,HCP1200,HCP,0.8478055885845519
413,198350,AF,HCP1200,HCP,0.8707113836485904
414,198451,AF,HCP1200,HCP,0.8639237971078391
415,198653,AF,HCP1200,HCP,0.8551149795670671
416,198855,AF,HCP1200,HCP,0.8745394673392404
417,199150,AF,HCP1200,HCP,0.8202568306081701
418,199352,AF,HCP1200,HCP,0.8608881353661295
419,199453,AF,HCP1200,HCP,0.8288312548517727
420,199655,AF,HCP1200,HCP,0.8655674710499279
421,199958,AF,HCP1200,HCP,0.8806188648328863
422,200008,AF,HCP1200,HCP,0.8714061088918661
423,200109,AF,HCP1200,HCP,0.8898415141521632
424,200311,AF,HCP1200,HCP,0.8605588723836435
425,200513,AF,HCP1200,HCP,0.8648166493642121
426,200614,AF,HCP1200,HCP,0.8687607536050115
427,201111,AF,HCP1200,HCP,0.8897955956783115
428,201414,AF,HCP1200,HCP,0.8592705500041286
429,201515,AF,HCP1200,HCP,0.886482966955121
430,201818,AF,HCP1200,HCP,0.8631645535735661
431,202113,AF,HCP1200,HCP,0.8757864818954345
432,202719,AF,HCP1200,HCP,0.8480911971923556
433,203418,AF,HCP1200,HCP,0.8613154209568945
434,203923,AF,HCP1200,HCP,0.8585097126243404
435,204016,AF,HCP1200,HCP,0.871575775957547
436,204218,AF,HCP1200,HCP,0.8119584332604071
437,204319,AF,HCP1200,HCP,0.8354947050698873
438,204420,AF,HCP1200,HCP,0.8701632781210077
439,204521,AF,HCP1200,HCP,0.8734684445957847
440,204622,AF,HCP1200,HCP,0.890244121674889
441,205119,AF,HCP1200,HCP,0.868505609166007
442,205220,AF,HCP1200,HCP,0.816028058739711
443,205725,AF,HCP1200,HCP,0.8747100898486295
444,205826,AF,HCP1200,HCP,0.8553000549941502
445,206323,AF,HCP1200,HCP,0.8747553976057559
446,206525,AF,HCP1200,HCP,0.8540005674552489
447,206727,AF,HCP1200,HCP,0.8716976738274476
448,206828,AF,HCP1200,HCP,0.8691966576937836
449,206929,AF,HCP1200,HCP,0.8737964888778947
450,207123,AF,HCP1200,HCP,0.8247683798870564
451,207426,AF,HCP1200,HCP,0.8277671381786068
452,208024,AF,HCP1200,HCP,0.8791325369423683
453,208125,AF,HCP1200,HCP,0.8825415869849261
454,208226,AF,HCP1200,HCP,0.8479085946614527
455,208327,AF,HCP1200,HCP,0.8501420832105022
456,208630,AF,HCP1200,HCP,0.8726203443678084
457,209127,AF,HCP1200,HCP,0.8805192403678251
458,209228,AF,HCP1200,HCP,0.8712568483997848
459,209329,AF,HCP1200,HCP,0.8599333151048189
460,209834,AF,HCP1200,HCP,0.8466915744629863
461,209935,AF,HCP1200,HCP,0.8547889068630122
462,210011,AF,HCP1200,HCP,0.8578064882952168
463,210112,AF,HCP1200,HCP,0.8394059114983193
464,210415,AF,HCP1200,HCP,0.8286416143932699
465,210617,AF,HCP1200,HCP,0.8350798891128284
466,211114,AF,HCP1200,HCP,0.8737155194725884
467,211215,AF,HCP1200,HCP,0.8630949166930094
468,211316,AF,HCP1200,HCP,0.8796883184407946
469,211417,AF,HCP1200,HCP,0.8652443437860047
470,211619,AF,HCP1200,HCP,0.8663974322133451
471,211720,AF,HCP1200,HCP,0.8817289626316286
472,211821,AF,HCP1200,HCP,0.875646672990424
473,211922,AF,HCP1200,HCP,0.8808636957039743
474,212015,AF,HCP1200,HCP,0.887617274547598
475,212116,AF,HCP1200,HCP,0.8510996250920291
476,212217,AF,HCP1200,HCP,0.8413666287334162
477,212318,AF,HCP1200,HCP,0.8560158980503921
478,212419,AF,HCP1200,HCP,0.8586961024320967
479,212823,AF,HCP1200,HCP,0.8638302683872119
480,213017,AF,HCP1200,HCP,0.8434079367659281
481,213421,AF,HCP1200,HCP,0.8813869893003098
482,213522,AF,HCP1200,HCP,0.8394066256351858
483,214019,AF,HCP1200,HCP,0.8698918953801835
484,214221,AF,HCP1200,HCP,0.8891585009691553
485,214423,AF,HCP1200,HCP,0.8815006028555203
486,214524,AF,HCP1200,HCP,0.8221337823733168
487,214625,AF,HCP1200,HCP,0.8596433393731139
488,214726,AF,HCP1200,HCP,0.8758001932094611
489,217126,AF,HCP1200,HCP,0.8778196306943645
490,217429,AF,HCP1200,HCP,0.8615610788972127
491,219231,AF,HCP1200,HCP,0.8679959259293397
492,220721,AF,HCP1200,HCP,0.8492794294271097
493,221319,AF,HCP1200,HCP,0.8689625703460071
494,223929,AF,HCP1200,HCP,0.8558568157492237
495,224022,AF,HCP1200,HCP,0.8391036982638597
496,227432,AF,HCP1200,HCP,0.8570697581271023
497,227533,AF,HCP1200,HCP,0.8642621771082012
498,228434,AF,HCP1200,HCP,0.886228821048482
499,231928,AF,HCP1200,HCP,0.8259931620530144
500,233326,AF,HCP1200,HCP,0.8792156172980283
501,237334,AF,HCP1200,HCP,0.8768309797977188
502,238033,AF,HCP1200,HCP,0.8419582497881226
503,239944,AF,HCP1200,HCP,0.867252025185741
504,245333,AF,HCP1200,HCP,0.8786458785157809
505,246133,AF,HCP1200,HCP,0.8747376588085576
506,248339,AF,HCP1200,HCP,0.8412613626008921
507,249947,AF,HCP1200,HCP,0.8647489201789262
508,250427,AF,HCP1200,HCP,0.8296182141515225
509,250932,AF,HCP1200,HCP,0.8736858835633567
510,251833,AF,HCP1200,HCP,0.8709861351375736
511,255639,AF,HCP1200,HCP,0.8757097549919466
512,255740,AF,HCP1200,HCP,0.8196950318677501
