,corr,exp,surid
611,0.039083958820311564,Brainsmash,305
612,-0.06220550841560363,Breakspear,306
613,-0.09635144107439168,Brainsmash,306
614,0.4193366689405141,Breakspear,307
615,0.010024570144199293,Brainsmash,307
616,0.38421488511560353,Breakspear,308
617,0.06819240564681457,Brainsmash,308
618,0.14226077751029784,Breakspear,309
619,-0.07159996033614918,Brainsmash,309
620,0.09626464845510573,Breakspear,310
621,-0.050107121158847176,Brainsmash,310
622,-0.14035105046345459,Breakspear,311
623,-0.017479311285417017,Brainsmash,311
624,0.20500083585415899,Breakspear,312
625,0.04724481600142923,Brainsmash,312
626,0.507847217780959,Breakspear,313
627,0.013785955930826056,Brainsmash,313
628,-0.12978142007157928,Breakspear,314
629,0.12152379929938834,Brainsmash,314
630,0.10386380242710525,Breakspear,315
631,-0.10606999033329645,Brainsmash,315
632,-0.12218133610711215,Breakspear,316
633,-0.0159967488474859,Brainsmash,316
634,0.12463704366289804,Breakspear,317
635,0.009397126903052761,Brainsmash,317
636,-0.15480023306525548,Breakspear,318
637,0.08806293563358862,Brainsmash,318
638,-0.09682120340718668,Breakspear,319
639,0.016578561331218017,Brainsmash,319
640,0.1567745046289708,Breakspear,320
641,0.006463301487647348,Brainsmash,320
642,-0.1680196082611319,Breakspear,321
643,0.003090756253919238,Brainsmash,321
644,-0.150135688978173,Breakspear,322
645,0.11187918174668382,Brainsmash,322
646,0.20629114249385275,Breakspear,323
647,-0.021331413525393007,Brainsmash,323
648,0.10555245400978691,Breakspear,324
649,0.032597770954121,Brainsmash,324
650,-0.023005220587157645,Breakspear,325
651,0.07447487836171184,Brainsmash,325
652,-0.09589809112908385,Breakspear,326
653,-0.038863751331452805,Brainsmash,326
654,0.05884095385574175,Breakspear,327
655,0.04459213135501908,Brainsmash,327
656,-0.04355270277088196,Breakspear,328
657,-0.027977026649269883,Brainsmash,328
658,-0.08676868744606844,Breakspear,329
659,0.025645818272231426,Brainsmash,329
660,-0.029744487935510138,Breakspear,330
661,0.017888167787539308,Brainsmash,330
662,0.25057304093911126,Breakspear,331
663,-0.09210831997360304,Brainsmash,331
664,-0.0979884569320275,Breakspear,332
665,0.0034241998034985426,Brainsmash,332
666,-0.13590079917937148,Breakspear,333
667,-0.007821462706954784,Brainsmash,333
668,-0.15465887218832924,Breakspear,334
669,-0.046234524230660476,Brainsmash,334
670,-0.04669386003947914,Breakspear,335
671,-0.04436761639579254,Brainsmash,335
672,0.2050634176253948,Breakspear,336
673,-0.055555349665379505,Brainsmash,336
674,-0.026429938223568462,Breakspear,337
675,-0.00990218000379742,Brainsmash,337
676,0.1103096537934707,Breakspear,338
677,0.055729595175434556,Brainsmash,338
678,0.26862348814415143,Breakspear,339
679,0.00749603990151338,Brainsmash,339
680,0.029565980138345178,Breakspear,340
681,0.018445660147489443,Brainsmash,340
682,-0.10705309808898783,Breakspear,341
683,0.09234675774521053,Brainsmash,341
684,0.130804781541777,Breakspear,342
685,-0.09731364031084268,Brainsmash,342
686,-0.03876366262667253,Breakspear,343
687,-0.01716959589757585,Brainsmash,343
688,-0.07019775896093557,Breakspear,344
689,0.036546205907212935,Brainsmash,344
690,-0.11280625754895263,Breakspear,345
691,-0.010229191557966377,Brainsmash,345
692,0.0013820855780590179,Breakspear,346
693,-0.02146251789025907,Brainsmash,346
694,-0.11646195769337409,Breakspear,347
